User Name,Review Count,Rating,Review Text
Martin Latifah,20,2,masuk kamar cium aroma kamar yang jarang dipakai kecil kamar nya handuk warna sudah tidak putih lg tidak tersedia air mineral didlm kamar harus isi ulang dilorong parkiran mobil sempit menu sarapan yang itu itu saja dan kurang enak nginep 3 malam disini kayaknya g akan balik lg kesini
dewi agustina,1,5,liburan 1 minggu di yogya terasa senang banget pokoknya ajak keluarga di hotel ibis style tempatnya nyaman enak ramah semua petugasnya mulai dari bagian informasi pelayanan makanan di restorannya pelayanan hotel sampai juga ke security nya yang bernama pak kamto semuanya ramah dan baik next time klo ke yogya lagi mau menginap di sini lagi sukses selalu hotel ibis styles jogya
evita anugraini,28,4,honestly dari sisi servicenya bagus breakfast menu juga okey room juga rapi cuma sepertinya sprei sarung bantal tidak diganti kalau tidak request di kamar mandi sih ada notified kalau tidak diganti untuk mengurangi detergen dll tapi better pakai yang detergen yang ecofriendly banyak kok sempet tahu kalau ada noda di sprei tertutup selimut dan langsung di ganti sama housekeeper cumaa kok nunggu request kan harusnya kalau tamu sebelumnya co langsung ganti saja tidak sih mohon dijadikan evaluasi yaa
dahlia a,6,3,perlengkapan kamar tidak lengkap kok bisa kehabisan sabun d kamar mandi padahal saya baru checkin apa tidak d cek terlebih dahulu saat tamu sblum ny checkout
Ronald,385,4,kamar cukup luas hanya sayang hanya ada raining shower saja sehingga unthk muslim agak susah untuk ambil air wudhu sarapan rasanya b saja kurang berbumbu namun hntuk variasi cukup tidak banyak tidak sedikit
1d's journey,8,5,pelayanan yang cukup oke hotelnya juga strategis deket dengan malioboro jadi jalan pun juga bisa ada atm juga di deket situ makanannya juga enaakk coffebreak oke tempat jufa oke
Sri widaningsih,165,5,kamar bersih aminities lengkap sarapan lumayan enak minus nya tidak dikasih air mineral dalem kamar oiya sprei sama selimutnya juga kayaknya sudah lama tidak di ganti baru ya agak kumel
lutfi azhari,4,5,tempat strategis dekat ke malioboro jalan kaki ke alun2 10 menit terima kasih pak kamto security pelayanan dan attitudenya baik
Deni Rahadiansyah,440,5,ruangannya legaa king bed bersih ada kulkas mini air mineral refill ambil sendiri di galon yang disediakan sarapannya biasa saja cukup lengkap ada minuman jahe hangat jamu beras kencur
A Soulisa,5,5,kebetulan saya member accor sehingga kemanapun saya pergi selalu mencari hotel di grup accor untuk tempat menginap minggu lalu sengaja saya pilih ibis styles untuk menginap 3 malam hotel ini sangat strategis dekat dari keramaian malioboro tetapi cukup ada jarak sehingga tetap terasa tenang semua kebutuhan traveler tersedia di jarak sangat dekat dari hotel mart makan laundry masjid oleh oleh dll pelayanan sangat ramah dan cekatan mulai dari reception restoran bar di rooftop dan housekeeping semua hampir sempurna menu untuk breakfastnya cukup bervariasi dan enak enak roof top barnya juga menjadi tempat menyenangkan untuk bersantai singkatnya apa yang ditawarkan dan diberikan hotel ini sangat sesuai dengan harga yang saya bayar bahkan bisa dibilang murah bicara peningkatan layanan mungkin untuk kedepan bisa dilakukan upgrading layanan entertainment di kamar tv dua jempol saya untuk ibis styles yogyakarta dan para staffnya
