User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
iie tri,2025,2,dengan harga yang saya bayarkan fasilitas yang diberikan hotel ini kurang sebanding jika dibandingkan dengan hotel lain dengan harga yang sama pelayanan dan kenyamanannya masih kurang kamar sempit slot pintu kamar rusak berisik sekali karena tidak kedap suara sampai jam 1 malam tidak bisa tidur karena kamar sebelah ngobrol ramai sekali kolam renang tidak bisa digunakan karena kotor tanaman sekitar kolam tidak terawat kering ini kunjungan pertama dan terakhir,BUMN,Bintang 3,TheSilkArt+DesignHotel,negative,Fasilitas Hotel (Kolam/Gym/Spa)
Andri Mulyana,2025,2,2x menginap disini dua2nya berisik banget tamu lain teriak2 di kamar maupun di luar kamar sampai pagi entah kenapa pihak hotel gaada yang tegur padahal mereka kamarnya dekat resepsionis,BUMN,Bintang 3,TheSilkArt+DesignHotel,negative,Lokasi & Akses Strategis
Reina Aurelia Putri,2025,5,kemarin abis nginap disini ambil kamar eksekutif king bedroom saat masuk kamarnya ternyata puass banget kasurnya bersih wangi rapih kamar mandi nya juga bersih kulkasnya dingin ac nya dingin pemanas air oke pengering rambutnya juga bisa dipakai handuk yang dikasih pun bersih dan wangi apalagi pelayanan nya juga oke bangett pegawai nya ramah dan membantu tapi menurut saya parkir untuk motor kurang dan kolam renang juga kurang bersih tapi gapapa secara keseluruhan saya yang lagi menginap merasa sangat terbantu oleh layanan di hotel ini terima kasih banyak sutra di dago,BUMN,Bintang 3,TheSilkArt+DesignHotel,positive,Kebersihan & Kenyamanan Kamar
Thai Kotok,2025,4,saya sudah menginap di Bandung sejak sekitar tahun 2017 hotel ini dulunya menjadi pilihan utama setiap kali ke Bandung karena lokasi yang strategis dan suasana yang nyaman namun dalam dua kunjungan terakhir kualitasnya sangat menurun dan cukup mengecewakan kamar terasa pengap dan kurang terawat kasur terlalu landai sehingga tidur tidak nyaman beredar dan tangan terlihat kusam dan baunya pun tidak sedap seperti belum benar kering sehingga tercium campuran aroma parfum cuci dan bau apek yang paling mengganggu saya dan keluarga mengalami gatal gatal serta bentol bentol setelah tidur kemungkinan besar berasal dari kondisi kasur yang kurang higienis sebagai,BUMN,Bintang 3,TheSilkArt+DesignHotel,negative,Lokasi & Akses Strategis
Rachie Lychee,2025,1,Saran yang perlu manajemen lakuin 1 kamar masing2 kamar perlu pembersihan yang mendetail di setiap sudutnya secara berkala perlu ditambal nat di kamar mandi ada cacing nongol sela2 nat backsplash wastafel plis dibersiin juga item banget seluruh drainase perlu dibersihkan mampet kasur dan bedding set kalian sih perlu di kumpulin semua disatu tempat terus di bom nuklir karena ada kutu kasur deep cleaning gordennya 2 kalau dibuat lebih ramah anak pasti lebih oke contoh ada perosotan anak gt 3 pasang net di atas dekat dinding kolam brp kali anak2 bola utama bolanya,BUMN,Bintang 3,TheSilkArt+DesignHotel,negative,Kebersihan & Kenyamanan Kamar
Natalia Sn,2025,2,kemarin tinggal di hotel sutra minggu ini sabtu minggu karena ada pernikahan di daerah dago atas jadi nyari yang deket lokasi tujuan dan yang aman di kantong walo ini hotel bintang 3 dengan harga 450rb di minggu dan tambah kondisi hotel nya kok jadi merasa terlalu mahal harga itu tanpa sarapan karena resto mrk lagi kosong kondisi kamar kecil dan lembab kotor dan kamar mandi gelap dengan udara hangat bukan panas sebentar tangan berwarna coklat muda kasur nya king sambungan 2 kasur aku tertipu oleh foto di online nya yang mungkin foto masih baru ya tinggal di sini itu benar ketolong karena dekat lokasi tujuan dan untung,BUMN,Bintang 3,TheSilkArt+DesignHotel,negative,Harga & Value for Money
Lukman NurHakim,2025,5,hotelnya rekomen banget betah ngeninap di hotel ini punya pemandangan bagus taman sama kolam dan karyawan nya sangat ramah,BUMN,Bintang 3,TheSilkArt+DesignHotel,positive,Pelayanan Staf & Keramahan
Hafidh,2025,5,kamar kurang kedap suara dari luar terdengar jelas dari dalam tapi lokasi strategis dan adem,BUMN,Bintang 3,TheSilkArt+DesignHotel,positive,Lokasi & Akses Strategis
Wreko Mikoko,2025,3,saya bingung dengan hotel ini resepsionis satpam housekeeping ramah dan bekerja dengan baik lokasi strategis saya pesan kamar dengan harga 575rb pada akhir pekan ekspektasi saya cukup tinggi mungkin setara dengan hotel viral bandung dengan harga yang sama tapi ternyata hotel sangat tidak terawat komplain yang saya keluhkan sama dengan pengunjung lain yang sudah lama mengeluhkan hal yang sama berikut keluhan saya lampu kamar remang2 yang bikin sakit mata jika melihat layar hp handuk yang sudah kusam bahkan peringatan hampir sama seperti keset kaki banyak plafon bercak2 seperti genangan air yang akan bocor pintu yang akan bersibuk bunyi,BUMN,Bintang 3,TheSilkArt+DesignHotel,negative,Pelayanan Staf & Keramahan
Alfreds Family,2025,3,sepertinya manajemen hotel perlu diperbaiki lagi terutama fasilitas di kamar lampu kamar terlalu remang2 agak sulit untuk wanita jika dandan kamar tidak kedap suara jadi obrolan suara2 berisik masuk ke kamar apalagi saat tamu kemarin teriak2 depan kamar mau liburan bangun siang jadi susah atas plafon tempat tidur sptnya ada bekas bocor tidak diperbaiki hanya ditutup lakban saja belum lagi tamu bebas merokok bau rokok masuk ke kamar tambahan bunyi seperti token listrik yang terus menerus lumayan mengganggu posisi hotel sebetulnya strategis hanya parkir agak sulit untungnya kami disediakan satpam parkir depan bekas outlet kosong sebaiknya kamar2 lebih diperhatikan lagi fasilitas,BUMN,Bintang 3,TheSilkArt+DesignHotel,negative,Fasilitas Hotel (Kolam/Gym/Spa)
